term	hierarchical_level	description	year	over_under	p_value	FDR	effectSize	ratio_in_FG	ratio_in_BG	FG_count	FG_n	BG_count	BG_n	FG_IDs	s_value	rank	funcEnum	category	etype
GOCC:0005694	8	Chromosome	-1	o	0.0	0.0	0.6780911199926498				1159		1159	P31383;P14164;Q02486;P19414;Q01574;P60010;Q02336;Q2V2Q1;P00330;P00331;P07248;P18239;Q12433;P10869;P47019;P22936;P32449;P80428;P53946;Q05123;P32447;P07251;P00830;P38077;P22035;P35817;P39960;P29311;P34730;Q07457;P23293;P17106;P32504;P33322;P09798;P25694;Q06697;P32657;P05374;P40019;Q12309;P00427;Q01454;Q08923;P89105;P46947;P00044;P14922;P14832;P06106;P53267;P24783;P06634;P31385;Q04217;P38859;P40553;P38121;P13382;P46957;P47110;P15436;P21951;P53168;Q02647;Q06337;P25039;Q02908;P00924;P43572;Q08649;Q03661;P09201;P32771;P26793;P39521;Q06205;P40466;P41813;P25555;Q03330;P07261;P38988;Q03833;P32190;P37291;P53551;P04911;Q12692;P02293;P02294;P61830;P02309;P53973;Q06629;P38199;P51979;P00815;Q03973;P20050;P17629;P29295;P31539;P15108;P15992;Q12329;P12398;P33416;P02829;P04807;P21954;P43579;P40154;Q12345;P07260;P39520;P06168;P40069;P53941;P38144;Q06505;P33417;P07278;Q02196;P00549;P39002;P07264;P36775;P40495;P38158;O14467;P39678;P21965;P35191;P19263;P19659;P53114;P08465;P32389;P32787;P38920;P40185;P40562;P25588;Q01926;P15424;P13712;P52918;P38996;Q08689;Q08887;P32340;P32494;P11632;P11633;P53742;Q12080;P53718;P31378;P49687;P32499;P32473;P21957;P32833;P39952;P38351;P15873;P12383;P33302;P38075;P16861;P00560;P25297;Q04383;P53184;P24384;P53549;P38972;P27616;Q12211;P25502;P13298;P06778;P01120;Q04779;P38086;P21538;P38630;P40348;P29539;Q03792;P32445;P0CX43;P0C2H6;P02406;P17076;P29453;Q12495;Q02555;P32561;P39956;Q12149;P38961;P02407;P41058;P26783;Q06639;Q02206;P32832;P43609;Q05543;P40161;P38850;Q07794;P53064;Q12751;Q03940;P38255;Q07458;Q12136;P40963;Q04003;Q99314;P06105;Q04002;P40075;P36047;P40505;P40316;Q00416;P38827;P36124;P20134;P32432;P25554;P35187;P22579;P47037;Q12306;P53628;P22082;P18480;P18888;P25357;P00447;P53148;P32380;Q03012;P32558;P06843;P27692;P23615;P35177;Q03707;P10080;P38931;P39073;P38788;P50104;P25379;P13574;P32597;P15705;P38198;Q07478;P32591;P25302;P09959;Q05471;P40825;P07263;P26637;P35189;P23255;P13393;P18412;P29055;P00927;P41338;P53552;P16120;P34219;P06786;P35169;P00942;P00931;P16649;P06785;P52488;Q02159;P19812;P39001;P12887;Q04500;P40055;P53276;P38882;Q03388;P40151;P40489;P30822;P22147;Q02792;Q04013;Q04116;P28320;P38806;P34161;Q12159;P31111;P32527	212.40962518087633	1	294	Gene Ontology cellular component TEXTMINING	-20
GOCC:0044427	9	Chromosomal part	-1	o	0.0	0.0	0.6720826085130733				1159		1159	P31383;P14164;Q01574;P60010;Q02336;Q2V2Q1;P00330;P00331;P07248;Q12433;P47019;P22936;P32449;P80428;P53946;Q05123;P32447;P07251;P22035;P35817;P39960;P29311;P34730;Q07457;P23293;P17106;P32504;P33322;P09798;P25694;Q06697;P32657;P05374;P40019;Q12309;Q01454;Q08923;P89105;P46947;P00044;P14922;P14832;P06106;P53267;P24783;P06634;P31385;Q04217;P38859;P40553;P38121;P13382;P46957;P47110;P15436;P21951;P53168;Q02647;Q06337;P25039;Q02908;P00924;P43572;Q08649;Q03661;P09201;P32771;P26793;P39521;Q06205;P40466;P41813;P25555;Q03330;P07261;Q03833;P32190;P37291;P53551;P04911;Q12692;P02293;P02294;P61830;P02309;P53973;Q06629;P38199;P51979;P00815;Q03973;P20050;P17629;P29295;P31539;P15108;P15992;Q12329;P02829;P04807;P43579;P40154;Q12345;P07260;P39520;P06168;P40069;P53941;P38144;Q06505;P33417;P07278;Q02196;P39002;P07264;P40495;P38158;O14467;P39678;P21965;P19263;P19659;P53114;P08465;P32389;P38920;P40562;P25588;P13712;P52918;P38996;Q08689;Q08887;P32494;P11632;P11633;P53742;Q12080;P53718;P49687;P32499;P32473;P21957;P32833;P38351;P15873;P12383;P38075;P16861;P00560;P25297;Q04383;P53184;P24384;P53549;P38972;P27616;Q12211;P25502;P13298;P06778;Q04779;P38086;P21538;P38630;P40348;P29539;Q03792;P32445;P0CX43;P02406;P17076;P29453;Q12495;Q02555;P32561;P39956;Q12149;P38961;P02407;P41058;P26783;Q06639;Q02206;P32832;P43609;Q05543;P40161;P38850;Q07794;P53064;Q12751;Q03940;P38255;Q07458;Q12136;P40963;Q04003;Q99314;P06105;Q04002;P40075;P36047;P40505;P40316;Q00416;P38827;P36124;P20134;P32432;P25554;P35187;P22579;P47037;Q12306;P53628;P22082;P18480;P18888;P25357;P53148;P32380;Q03012;P32558;P06843;P27692;P23615;P35177;Q03707;P10080;P38931;P39073;P38788;P50104;P25379;P13574;P32597;P15705;P38198;Q07478;P32591;P25302;P09959;Q05471;P40825;P07263;P26637;P35189;P23255;P13393;P18412;P29055;P00927;P41338;P53552;P16120;P34219;P06786;P35169;P00942;P00931;P16649;P52488;Q02159;P19812;P39001;P12887;P40055;P53276;P38882;Q03388;P40151;P40489;P30822;P22147;Q02792;Q04116;P28320;P38806;P34161;Q12159;P31111;P32527	210.52748038699426	2	2050	Gene Ontology cellular component TEXTMINING	-20
GOCC:0044428	9	Nuclear part	-1	o	0.0	0.0	0.6301921854891679				1159		1159	P31383;P14164;Q02486;P40535;Q00955;Q08981;Q01574;P52910;P60010;Q02336;P00330;P00331;P07248;Q12433;P47019;P53940;P22936;P32449;P80428;P53946;Q05123;P32447;P22035;Q12186;P35817;P36149;Q06631;P16474;P29311;P34730;Q08965;P40493;Q07457;P53741;P32639;Q04347;P25627;P23293;P06787;P06115;P17106;P32504;P33322;P09798;P25694;Q12018;Q06697;O13297;P32657;P05374;P40019;P38779;Q12309;Q03048;P41811;P15790;P19454;Q12348;Q01454;Q08923;P89105;P53854;P46947;P40312;P00044;P14922;P14832;P53267;Q12389;P24783;P20447;P20448;P20449;Q06218;P33750;P06634;P31385;P39517;Q04217;P36009;Q03373;P38859;P38121;P13382;P46957;P47110;P15436;P21951;P32892;P53168;Q06053;Q02647;Q06337;P36049;P39715;P34216;P32324;P16521;Q3E705;P25039;P36053;Q02908;P00924;P38333;P43572;Q04660;P12385;P32462;P32353;P25087;Q08649;Q03661;Q06344;P53743;P09201;P07149;P15646;P26793;P39521;P45976;P38911;Q06205;P40466;P41813;Q12247;P11412;P38011;P25555;Q03330;P07261;Q03833;P32288;P32190;P53551;P04911;Q12692;P02293;P02294;P61830;P02309;Q03532;P53973;Q06629;Q03281;P38199;Q12060;P51979;P00815;P12684;Q03973;P38074;P20050;Q06592;P39979;P17629;Q99383;P29295;P31539;P15108;P15992;Q12329;P10592;P09435;P02829;P04806;P04807;P43579;P40154;Q12345;P10081;P07260;P39520;P06168;Q02821;P40069;P53941;P38803;P28239;P00817;P38144;Q06505;Q06214;P07278;P00549;P42846;P39002;P33399;P43586;P38801;Q06406;P53905;P40495;P22134;P10962;P38112;O14467;P39678;P21965;P19263;P19659;P53114;P08465;P05694;P32787;P38920;Q02455;P40457;P40562;P47083;P25588;Q06106;P33201;P15424;P13712;P52918;P48240;P47047;P36084;P38996;P53914;P38205;Q08887;Q06287;P32494;P32495;P11632;P11633;P39744;Q02892;P53742;P48234;Q6Q547;Q08208;P53883;Q99207;P53927;P40007;Q01560;P37838;Q12080;Q12460;Q12499;P47077;Q12514;P53617;P53718;P53136;P40078;P14907;P27476;P33331;P31378;P49687;P40010;P20676;P32499;Q03790;Q05166;P39705;P32473;P21957;P32833;P04147;P38351;P29468;P53297;P15873;P06169;P17967;P12383;P53261;P16861;P00560;P25297;P38768;Q04383;P05030;P07283;P53184;Q99216;P41812;P53833;P38336;P33411;P24384;P20095;Q03338;P33203;P28004;P20053;P53549;P40327;P33297;P33298;P33299;Q01939;Q01329;P39927;P07244;Q12211;Q08647;P25502;P32327;P28272;P13298;P06778;Q04779;P38086;P21538;P42073;Q08237;P38630;P40348;Q06624;P29539;Q03792;P38883;P0CX43;P04456;P02406;P14120;P0CX84;P14126;P17076;P29453;P05317;Q12495;P40693;Q02555;P10964;P22138;P47006;P46669;Q01080;P25441;P17890;P32561;P38805;P36160;P39956;P43588;P32496;P32565;Q12250;Q06103;Q04225;Q12754;P36080;Q06511;Q04031;Q08162;Q05022;Q12149;P38961;Q06506;Q08746;P40470;P05756;P02407;P41058;P25443;P26783;P0CX37;P48164;P05755;Q05942;Q06639;Q02206;P32832;P43609;Q04693;P40018;Q05543;P40161;P38850;Q07794;P53064;Q04947;Q00916;Q03940;P38255;Q07458;Q12136;P40963;Q04003;Q99314;P06105;Q04002;P40075;P53313;P36047;P40505;P24280;P14906;P40316;Q00416;P38827;P36124;Q99287;P20134;P25554;P53165;P35187;P22579;Q02775;P47037;Q12306;P53628;P22082;P18480;P18888;P25357;P53148;P32380;P38282;Q06411;P25582;Q03012;P32558;P06843;P27692;P23615;P35177;Q03707;P32583;P20424;P38687;P10080;Q04673;P38931;P39073;P38788;P50104;P25379;P13574;P32597;P15705;P38198;Q07478;P32591;P25302;P09959;Q05471;P53852;P36421;P41895;P41896;Q04226;Q03761;P35189;P23255;P50105;P38129;P53040;Q05021;Q03750;P13393;P39078;P18412;P29055;P29056;P32776;P46678;P00927;P41338;P40040;P53552;P16120;P34219;Q03280;P07213;P06786;P35169;P00942;P32356;P15565;P41814;P00937;P22217;P16649;P06785;P22515;P52488;P14682;P15731;Q02159;Q02724;P39001;P12887;P34247;Q12220;Q04500;P35194;P53254;Q06679;P40055;P53276;P38882;P39968;Q03388;P40489;P30822;P22147;Q02792;P38202;P25617;Q04116;P28320;P38806;Q12402;P34161;P0C2I9;P01123;Q12159;P41920;P40517;Q06224;P31111;P32527	197.4054547611867	3	2051	Gene Ontology cellular component TEXTMINING	-20
GOCC:0005634	8	Nucleus	-1	o	0.0	0.0	0.6230555922607892				1159		1159	P31383;P38720;P37898;P23542;Q01802;P14164;Q02486;P15891;P40535;Q00955;P31787;Q08981;P21147;P32463;Q01574;P52910;P60010;Q02336;P53909;Q2V2Q1;P00330;P00331;Q04894;P47143;Q01976;P07248;P48360;P39925;Q12449;Q12433;P23180;P38884;P36154;P38266;Q12156;P40053;P39010;P10869;P52893;P47019;P54115;P14540;P16550;P38281;P32454;P37302;P53940;P22936;P38115;P40024;P46672;P11076;P38116;Q04371;P08566;P53090;P28777;P32449;P47117;P80428;P53946;Q05123;Q05933;P32447;P48361;P49089;Q06671;P30902;P05626;P38077;P38636;P41696;P22035;Q12186;P47176;Q01389;Q06338;P35817;P39960;P36149;P38934;Q06631;P16474;P43583;P29311;P34730;Q08965;P40493;P47039;P53082;Q07457;P53741;P32639;Q04347;P25627;P23293;P07245;P06787;P28495;P03965;P34237;P06115;P17106;P32504;P33322;P21560;P07253;P14066;P32582;P21269;P40202;P32468;P09798;P06101;P32457;P25694;Q12018;Q06697;O13297;P32657;Q06350;P05374;Q12114;P40019;P38779;P00890;P17891;Q12309;P22137;Q03690;P53865;P33313;Q03048;P53079;P53622;P41811;P41810;P43621;P32074;P49017;Q05779;Q06440;Q12287;P04037;P00427;P38845;P15790;P19454;Q12348;Q01454;Q08923;P49573;P89105;P53854;P46947;P40312;P00044;P14922;P32898;P14832;P31373;P54838;P53267;Q12389;P24783;P20447;P20448;P20449;Q06218;P33750;Q04792;P06634;P47089;P31385;P13663;P33327;P07262;P39517;P31116;Q04217;P36009;P38791;P69771;Q03063;Q03373;P46681;P39976;P38859;P47120;P33309;P40553;P38121;P13382;P46957;P47110;P15436;P21951;P32892;P48510;P43616;P53168;Q06053;P53063;Q02647;Q06337;P36049;P39715;Q05958;Q06673;P34216;P02994;P32471;P29547;P36008;P32324;P16521;Q3E705;P25039;P53235;P38249;P32497;Q04067;Q05775;Q05050;P36053;Q02908;P47133;P00924;P00925;P38333;P43572;Q04660;P12385;P05453;P32462;P53199;P32353;P25087;P38140;Q08649;Q03661;Q06344;P53743;P38071;Q08421;P09201;Q05040;P07149;P19097;P38137;P15646;Q12178;P29704;P26793;P39521;P39676;P32599;P45976;P38911;Q06205;P40466;P41813;P40491;P36141;P08524;Q07540;P38777;Q12247;P00358;P00359;P11412;P38011;P25555;P33892;P43535;Q03330;P07261;P39726;P49095;Q12434;P53192;P14742;Q03833;P32288;P32190;P17695;P37303;P37291;P43577;Q00055;P41277;P40106;P40581;P38523;Q04697;P41921;P38625;P40531;P53551;P04911;Q12692;P02293;P02294;P61830;P02309;Q03532;P53973;Q06629;Q03281;P38199;Q05580;Q12060;P51979;P28817;P00498;P00815;P40545;P54839;P12684;Q03973;P38074;Q04344;P20050;P48570;Q12122;Q06592;P39979;Q01448;P17629;Q04178;Q05905;Q99383;P29295;P31539;P15108;P22943;P15992;Q12329;P19882;P10591;P10592;P09435;P12398;P33416;P32590;P32589;P02829;P04806;P04807;P17709;P21954;P43579;P40154;Q12345;P09064;P39730;P10081;P34167;P07260;P39935;P23301;P38431;P39520;P06168;Q02821;P40069;P50095;P50094;Q06704;P53941;P38803;P28239;P00817;Q6Q560;P38144;P47119;Q06505;P33417;P53193;Q06214;P40206;P07170;P07278;Q02196;Q07551;P23292;P15700;P15454;P17423;P38689;Q12265;P00549;P42846;P40970;P30624;P39002;P38139;P06208;P07264;P33399;Q06508;P43586;P36775;P38801;P43603;P25369;P38828;Q06406;P53905;Q12230;P40495;P22134;P10962;P38112;P38158;P38157;P40513;Q01662;P25491;P38300;O14467;P39678;P21965;P32419;P35191;Q08179;P19263;P19659;P53114;P08465;P32389;P05694;P10659;P19358;P32787;P40081;P43594;P36112;P40002;P53141;P38920;Q02455;P40457;P40562;P29952;P47083;P53725;P11914;P25588;Q06106;Q08925;P35719;Q01926;P33201;P15424;Q05812;P13712;P52918;P40029;Q02046;P48240;P47047;P36084;P32377;P38996;P38879;Q02642;P53914;P12945;Q08689;P38626;P38205;Q08887;Q06287;Q08972;P25374;P32494;P32495;P11632;P11633;Q06178;P36059;P39744;Q02892;P53742;P48234;Q6Q547;Q08208;P53883;Q99207;P53927;P40007;Q01560;P37838;Q12080;Q12460;Q12499;P47077;Q12514;P53617;P53718;P53136;P40078;P14907;P27476;P33331;P31378;P49687;P40010;P20676;P32499;Q03790;Q05166;P39705;P07991;P25366;P20967;P16387;P32473;P16451;P16547;P21957;P28273;P32833;Q02201;P39952;Q03558;Q12447;P04147;P38351;P36147;P32521;P38122;P38787;P29468;Q12515;P53297;P15873;P06169;P17967;P53860;P12383;P33302;P38075;P53261;P40005;P52553;P16861;P00560;P37012;P40961;P17442;P25297;P17157;P38264;P06738;P38768;P53252;Q06449;Q03880;Q04383;Q04004;P38197;Q06494;P05030;P00950;P07283;P53184;Q02890;Q99216;P19881;P41812;P53833;P38336;P40506;P53691;P40012;P38698;P54885;P32264;P33411;P24384;P20095;Q03338;P33203;P28004;P20053;Q12428;P53549;P40327;P33297;P33298;P33299;Q01939;P25375;P21243;P32379;P38624;P25451;P22141;Q12335;Q01329;P39927;P07244;P38972;P27616;Q05911;P38009;P80210;Q12211;Q08647;P25502;P32327;P07259;P20051;P28272;P13298;P07256;P06778;P01120;Q04779;P38086;Q08742;P21538;P42073;Q08237;P38630;P40348;P40043;Q06624;P50861;P29539;Q03792;P32445;P40160;P09938;P49723;P38883;Q12504;P41805;P0C0W9;P40212;P05748;P26784;P26785;P05740;P46990;P0CX49;P0CX43;P0CX23;Q02753;Q12672;P0CX41;P04449;P04456;P53221;P0C2H6;P02406;P05747;P0CX45;P14120;P0C2H8;P40525;P0CX84;P49166;P49167;P14126;P0CH08;P0CX25;P10664;P26321;Q02326;P05739;P05737;P17076;P29453;P05738;P05317;Q12495;Q03195;P40693;P12687;P22354;P36534;Q12508;Q05635;Q02555;P10964;P22138;P47006;P46669;Q01080;P25441;P17890;P32561;P46969;P38805;P36160;P39956;Q12189;P43588;P32496;P32565;Q12250;Q12377;Q06103;Q04225;Q12754;P36080;Q06511;Q04031;Q08162;Q05022;Q12149;P38961;Q06506;Q08746;P40470;P46784;P0CX47;P48589;P05756;Q01855;P02407;P0CX55;P07280;P38701;Q3E754;P0C0W1;P0CX29;P0C0T4;P39938;P35997;P0C0X0;P41057;P41058;P25443;P0CX33;P05759;P33442;P23248;P05750;P26783;P0CX37;P48164;P0CX39;P05755;Q05942;Q06639;Q02206;P32832;P43609;Q04693;P40018;Q03799;Q05543;P40161;P38850;Q07794;Q01163;P19955;Q02950;P53064;Q04947;Q12751;P17558;Q00916;Q03940;P25343;P38255;Q07458;P39954;Q12136;P40963;Q04003;Q99314;P28707;P06105;Q04002;P45978;P40075;P53313;Q04401;P38345;P38804;Q07953;P36047;P40505;P24280;P32602;P07560;P14906;P40316;P25365;Q00416;P40510;P33330;P38827;P36124;Q99287;P47008;P20134;Q12314;P32432;P25554;P53165;P35187;Q12118;P36136;P53075;P22579;Q02775;P47037;Q12306;P53628;P22082;P18480;P18888;P25357;P00445;P00447;P40317;P53438;P38858;P53148;P32380;P38282;Q06411;P25582;Q12074;Q03868;Q03012;P32558;P06843;P27692;P23615;P35177;Q03707;Q12020;P25567;P32342;P32583;P20424;P38687;P10080;Q04673;P38931;P39073;P38788;P50104;P25379;P13574;P16965;P32597;P15705;P39015;P38198;Q07478;P32911;Q05515;P32591;P25302;P09959;Q05471;P40825;P53852;P04802;P46655;P48525;P15624;P38088;P07263;P09436;P15180;P26637;P00958;P38707;P13188;Q05506;P07284;P07806;Q12109;P04803;P36421;P41895;P41896;Q9URQ3;Q04226;Q03761;P35189;P23255;P50105;P38129;P53040;Q05021;Q03750;P15019;P53072;P48606;P13393;P12612;P39078;P40413;P39077;P47079;P39079;P35691;P42938;Q04545;P18412;P29055;P29056;P32776;P46678;P00927;P41338;P40040;P53552;P16120;Q07914;P42949;Q01852;P33891;P23254;Q06177;Q08687;Q12513;P89886;Q04600;Q08422;P34219;Q03280;P07213;P06786;P35169;P00942;P17536;Q00764;P31688;P32356;P15565;P38793;P41814;Q03774;P00899;P00937;P00931;P22217;P25372;P29509;P25040;P16649;P06785;P22515;P52488;P14682;P15731;Q02159;P28263;P25037;Q01476;P32571;P19812;P53044;Q02724;P39001;P12887;P18562;P28274;P34247;Q12220;Q04500;P35194;P53254;Q06679;P40055;P53276;P38882;P21373;P39968;P17255;P16140;P31412;P22203;P39111;P41807;P04840;Q06685;Q07878;P21576;Q03388;P43585;Q02725;P47075;P40151;Q12363;P40489;P30822;P22147;Q02792;P38202;P38256;P38276;P25617;P25631;Q04170;P35723;P39959;P40093;P53272;P53278;P38708;Q04013;Q04116;P38833;P47148;P28320;P36151;P36015;Q06252;Q06493;Q04223;Q04869;P38087;Q03629;Q03759;Q04773;P53723;P53981;P38806;P53929;Q12496;Q12402;P34161;Q02961;P0C2I9;Q08971;Q12458;P01123;P36018;P32939;Q12159;P36036;P41920;P40517;Q06224;Q08245;P31111;P32527	195.1699423823714	4	258	Gene Ontology cellular component TEXTMINING	-20
GOCC:0031981	10	Nuclear lumen	-1	o	0.0	0.0	0.6179865187379352				1159		1159	P31383;P14164;Q01574;P52910;P60010;Q02336;P00331;P07248;Q12433;P47019;P53940;P22936;P32449;P80428;P53946;Q05123;P32447;P22035;P35817;Q06631;Q08965;P40493;Q07457;P53741;Q04347;P25627;P23293;P06115;P17106;P32504;P33322;P25694;Q12018;Q06697;P32657;P05374;P40019;P38779;Q03048;P15790;P19454;Q01454;Q08923;P89105;P46947;P14922;P14832;P53267;Q12389;P24783;P20447;P20448;P20449;Q06218;P33750;P06634;P31385;P39517;Q04217;P36009;Q03373;P38859;P38121;P13382;P46957;P47110;P15436;P21951;P32892;P53168;Q06053;Q02647;Q06337;P36049;P39715;Q3E705;P25039;P36053;Q02908;P00924;P38333;P43572;Q04660;P32353;P25087;Q08649;Q03661;Q06344;P53743;P09201;P07149;P15646;P26793;P39521;P45976;P38911;Q06205;P40466;P41813;Q12247;P11412;P38011;P25555;Q03330;Q03833;P32288;P32190;P53551;P04911;Q12692;P02293;P02294;P61830;P02309;Q03532;P53973;Q06629;Q03281;P38199;Q12060;P51979;P00815;P12684;Q03973;P38074;P20050;Q06592;P39979;P17629;Q99383;P29295;P31539;P15108;P15992;Q12329;P09435;P02829;P04806;P04807;P43579;P40154;Q12345;P10081;P07260;P39520;P06168;Q02821;P40069;P53941;P38803;P28239;P00817;P38144;Q06505;Q06214;P07278;P42846;P39002;P33399;P43586;P38801;Q06406;P53905;P40495;P10962;P38112;O14467;P39678;P21965;P19263;P19659;P53114;P08465;P05694;P38920;Q02455;P40457;P47083;P25588;Q06106;P33201;P15424;P13712;P52918;P48240;P47047;P38996;P53914;P38205;Q08887;Q06287;P32494;P32495;P11632;P11633;P39744;Q02892;P53742;P48234;Q6Q547;Q08208;P53883;Q99207;P53927;P40007;Q01560;P37838;Q12080;Q12460;Q12499;P47077;Q12514;P53617;P53718;P53136;P40078;P14907;P27476;P33331;P40010;P20676;P32499;Q05166;P39705;P32473;P21957;P32833;P04147;P38351;P29468;P15873;P12383;P53261;P16861;P00560;P25297;P38768;Q04383;P05030;P53184;Q99216;P41812;P53833;P38336;P24384;P53549;P40327;P33297;P33298;P33299;Q01939;Q01329;P39927;Q12211;Q08647;P25502;P28272;P13298;P06778;Q04779;P21538;P42073;Q08237;P38630;P40348;P29539;Q03792;P38883;P0CX43;P04456;P14126;Q12495;P40693;Q02555;P10964;P22138;P47006;P46669;Q01080;P25441;P17890;P32561;P38805;P36160;P39956;Q12250;Q04225;Q12754;P36080;Q06511;Q04031;Q08162;Q05022;Q12149;P38961;Q06506;Q08746;P40470;P05756;P41058;P25443;P26783;P0CX37;P48164;P05755;Q05942;Q06639;Q02206;P32832;P43609;Q04693;Q05543;P40161;Q07794;P53064;Q03940;P38255;Q07458;Q12136;P40963;Q04003;Q99314;P06105;Q04002;P40075;P53313;P36047;P40505;P24280;Q00416;P38827;P36124;P20134;P25554;P53165;P35187;P22579;Q02775;P47037;Q12306;P53628;P22082;P18480;P18888;P25357;P53148;P38282;P25582;Q03012;P32558;P06843;P27692;P23615;P35177;Q03707;P32583;P38687;P10080;Q04673;P38931;P39073;P50104;P25379;P13574;P32597;P15705;P38198;Q07478;P32591;P25302;P09959;Q05471;P36421;P41895;P41896;Q04226;Q03761;P35189;P23255;P50105;P38129;P53040;Q05021;Q03750;P13393;P39078;P18412;P29055;P32776;P00927;P41338;P53552;P16120;P34219;Q03280;P06786;P35169;P00942;P15565;P00937;P22217;P16649;P06785;P22515;Q02724;P39001;P12887;P34247;Q12220;Q04500;P35194;P53254;Q06679;P40055;P53276;P38882;Q03388;P40489;P30822;P22147;Q02792;P38202;P25617;Q04116;P38806;P34161;Q06224;P31111;P32527	193.58207317828067	5	1281	Gene Ontology cellular component TEXTMINING	-20
GOCC:1990234	4	Transferase complex	-1	o	0.0	0.0	0.6108383934518079				1159		1159	P31383;P38720;P14164;Q02486;P15891;Q08981;Q01574;P60010;Q02336;P53909;P00330;P00331;P07248;P39925;Q12433;P38013;P38266;P39010;P14540;P38115;Q01217;P32449;P80428;P32447;Q06671;P13587;P38077;P41696;Q01389;P35817;P16474;P29311;P34730;P53082;Q07457;P25627;P23293;P06115;P32504;P09798;P25694;Q12018;Q06697;O13297;P32657;P05374;P38779;Q01454;Q08923;P89105;P00044;P14922;P14832;P31373;P06106;P33750;P39517;P09624;P33309;P38121;P13382;P46957;P47110;P15436;P21951;Q06337;P36049;P02994;Q3E705;P36053;Q02908;P43572;P12385;P05453;P53199;P25087;P38140;Q08649;P09201;P26793;P40466;P11412;P38011;P43535;Q03330;P32190;P17695;P40106;Q04697;P40531;P04911;Q12692;P02293;P02294;P61830;P02309;P53973;Q06629;Q12060;P51979;P38074;P47124;P48570;Q06592;P39979;P17629;P29295;P31539;P15108;P22943;Q12329;P19882;P09435;P02829;P04806;P04807;P17709;P10081;P39522;P06168;P07342;P40069;P38144;Q06505;Q02196;P38689;Q12265;P00549;P40970;P07264;P36775;P38801;P40495;P10962;P25491;O14467;P39678;P21965;P19263;P19659;P32389;P05694;P19358;P38920;P53163;P40562;P25588;Q01926;P13712;P38996;P53914;P12945;Q08689;P38205;P36010;P25374;P32494;Q12514;P53617;P53718;P53136;P14907;P20676;P32499;Q05166;P20967;P19262;P46964;Q03558;P38351;P15873;P06169;P17967;P40005;P52553;P16861;P16862;P00560;P17442;P25297;P17157;P06738;P38768;P05030;P20095;Q03338;P28004;P53549;P40327;P33297;P33298;Q01939;P21243;P38624;P25451;P22141;Q01329;P32901;P32327;P07259;P06778;P01120;Q04779;P21538;P38630;P40348;Q06624;P50861;P49723;Q12504;P0CX41;P04456;P02406;P14126;P0CH08;Q12495;Q12508;P10964;P22138;P47006;P46669;Q01080;P25441;P17890;P32561;P43588;P32496;Q12250;Q12377;Q12754;Q12149;P38961;P05759;P26783;P0CX37;Q04693;P40161;P38850;Q07794;P19955;P53064;Q03940;P25343;Q07458;P40963;Q04003;Q99314;P40316;Q00416;P38827;Q12314;P25554;P53165;P35187;P47037;Q12306;P22082;Q03012;P32558;P06843;P27692;P23615;P35177;Q04673;P38931;P39073;P13574;P15705;P09959;P04802;P41895;P41896;Q04226;Q03761;P35189;P23255;P50105;P38129;P53040;Q05021;Q03750;P13393;P39078;P18412;P29055;P32776;P00927;Q08686;Q03280;P06786;P35169;P17536;Q00764;P31688;P32356;P15565;P41814;Q03774;P00931;P22217;P16649;P52488;P14682;P15731;Q02159;P19812;P53044;Q02724;P48836;P04840;Q07878;Q03388;P40151;P22147;Q02792;Q04116;P38806;P01123;P36018;Q12159;P31111	191.34294842350036	6	3704	Gene Ontology cellular component TEXTMINING	-20
