id	enrichment	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_bonferroni	p_holm	p_sidak	ANs_study	ANs_pop
Serine/threonine-protein kinase	p	1.0	1.4	0.69	11	1125	16	1125	0.439	134	106	131	P15790,P17157,P19454,P21965,P23292,P23293,P29295,P35169,P39073,P40160,Q01389	P00546,P05986,P06242,P06243,P06244,P06245,P06782,P06784,P08018,P08458,P11792,P12688,P13185,P13186,P14680,P14681,P15442,P15790,P16892,P17157,P18961,P19454,P21965,P22204,P22209,P22211,P22216,P22219,P22517,P23291,P23292,P23293,P23561,P24583,P25333,P25341,P25389,P27466,P27636,P28708,P29295,P31374,P32328,P32350,P32485,P32490,P32491,P32600,P32801,P34244,P35169,P36002,P36003,P36004,P38070,P38080,P38111,P38147,P38615,P38623,P38691,P38692,P38970,P38990,P39009,P39073,P39962,P40160,P40494,P43565,P43568,P43633,P47042,P47116,P48562,P50873,P53104,P53323,P53599,P53739,P53894,P53974,Q00772,Q01389,Q01919,Q03002,Q03306,Q03407,Q03497,Q03533,Q03656,Q03785,Q03957,Q08217,Q08732,Q12003,Q12100,Q12152,Q12196,Q12236,Q12263,Q12505
Cytoplasmic vesicle	p	0.8	1.2	0.69	9	1125	13	1125	0.521	159	118	155	P07560,P17891,P22137,P32074,P38153,P41810,P41811,P43621,P53622	P07560,P14359,P15303,P17065,P17891,P20606,P22137,P25386,P32074,P35181,P38153,P38182,P38221,P38261,P38968,P39552,P40107,P40482,P40509,P41810,P41811,P43621,P46682,P46989,P47018,P47064,P47160,P53600,P53622,P53845,Q00776,Q03697,Q04491,Q04847,Q08001,Q08951,Q12028,Q12142,Q99186
Peroxisome	p	0.5	0.8	0.67	6	1125	9	1125	0.606	185	133	180	P23542,P32419,P38137,P40581,P53184,Q00055	P06780,P08679,P13711,P15202,P23542,P24004,P27796,P28795,P29340,P30952,P32419,P32573,P32796,P32800,P33760,P34230,P35056,P36168,P38137,P39108,P39718,P40155,P40581,P41903,P41909,P53112,P53184,P53203,P80667,Q00055,Q02207,Q02969,Q03370,Q03694,Q04370,Q05871,Q06169,Q06497,Q07418,Q08580,Q12405,Q12462
Phospholipid biosynthesis	p	0.4	0.5	0.67	4	1125	6	1125	0.753	230	147	224	P05374,P17898,P21957,P33333	P05374,P06197,P08456,P11986,P13259,P17898,P20485,P21957,P22140,P25578,P26798,P32784,P33333,P33412,P36148,P38221,P38226,P38812,P39006,P53012,P53037,Q03764,Q08202,Q08548,Q12385
Purine salvage	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P47143,Q04178	P36973,P47143,P49435,Q04178,Q07938
Antibiotic resistance	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P02406,P33302	P02406,P02557,P08018,P0CX27,P33302
Virion maturation	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P0C2I9,Q03434	O13535,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P47098,P47100,Q03434,Q04214,Q12112,Q12273,Q12337,Q12414,Q12490,Q99337
RNA-directed DNA polymerase	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P0C2I9,Q03434	O13535,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P47098,P47100,Q03434,Q04214,Q12112,Q12273,Q12337,Q12414,Q12490,Q99337
Virus exit from host cell	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P0C2I9,Q03434	O13535,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P47098,P47100,Q03434,Q04214,Q12112,Q12273,Q12337,Q12414,Q12490,Q99337
Sugar transport	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P38695,P39004	P13181,P23585,P32466,P32467,P38206,P38695,P39003,P39004,P40107,Q03697,Q12520
DNA integration	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P0C2I9,Q03434	O13535,P0C2I6,P0C2I7,P0C2I9,P0C2J0,P0C2J1,P0CX63,P47098,P47100,Q03434,Q04214,Q12112,Q12273,Q12337,Q12414,Q12490,Q99337
Cyclosporin	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P14832,P25719	P14832,P23285,P25719,P35176
Pyridine nucleotide biosynthesis	p	0.2	0.3	0.67	2	1125	3	1125	1	305	165	297	P53184,Q06178	P25576,P38169,P39683,P43619,P47096,P53184,P53204,P53915,Q05979,Q06178
Protein transport	p	4.9	7.6	0.64	55	1125	86	1125	0.00886	2.7	2.57	2.63	P01123,P07560,P11076,P14832,P14906,P14907,P20449,P20676,P22217,P24280,P25365,P25491,P25694,P30822,P32074,P32499,P32602,P32901,P32939,P33331,P33891,P35723,P36018,P36147,P38116,P38153,P38879,P39705,P40010,P40069,P40517,P41810,P41811,P41920,P42949,P43621,P49687,P53079,P53313,P53622,P69771,Q01852,Q02642,Q02776,Q02821,Q02908,Q03790,Q05166,Q06338,Q06631,Q06671,Q06704,Q07878,Q07914,Q12114	O74700,P01123,P06704,P07560,P11075,P11076,P11655,P12868,P14693,P14832,P14904,P14906,P14907,P15303,P16151,P17065,P18759,P19146,P19524,P19658,P20449,P20606,P20676,P20795,P21825,P22213,P22214,P22217,P22219,P22224,P22543,P22803,P22804,P23644,P24280,P25303,P25365,P25385,P25386,P25491,P25604,P25694,P27351,P27801,P28791,P30619,P30822,P31377,P32074,P32319,P32337,P32499,P32500,P32601,P32602,P32803,P32830,P32835,P32836,P32844,P32855,P32897,P32901,P32913,P32915,P32939,P33307,P33331,P33332,P33448,P33754,P33755,P33891,P34077,P34078,P34110,P34758,P35056,P35179,P35180,P35181,P35193,P35197,P35723,P35729,P36000,P36017,P36018,P36046,P36095,P36108,P36122,P36147,P36161,P38065,P38116,P38146,P38153,P38164,P38166,P38181,P38182,P38217,P38247,P38261,P38273,P38353,P38555,P38682,P38700,P38736,P38742,P38753,P38759,P38770,P38810,P38814,P38817,P38819,P38843,P38861,P38862,P38869,P38879,P38932,P38959,P38968,P39108,P39515,P39526,P39531,P39543,P39552,P39685,P39702,P39704,P39705,P39727,P39742,P39904,P39923,P39929,P39958,P40010,P40064,P40066,P40069,P40080,P40087,P40094,P40155,P40314,P40335,P40344,P40357,P40368,P40438,P40477,P40482,P40509,P40517,P40527,P40559,P40955,P40959,P40994,P41544,P41810,P41811,P41834,P41920,P42223,P42844,P42935,P42939,P42949,P43571,P43601,P43621,P43682,P46673,P46682,P46970,P46989,P47045,P47054,P47057,P47061,P47064,P47104,P47123,P47142,P47160,P47170,P48415,P48563,P48582,P48837,P49334,P49686,P49687,P50110,P50942,P51996,P52593,P52870,P52871,P52891,P52917,P53011,P53039,P53067,P53079,P53104,P53107,P53112,P53129,P53142,P53145,P53146,P53195,P53220,P53271,P53285,P53290,P53299,P53313,P53507,P53600,P53604,P53622,P53843,P53845,P53847,P53853,P53855,P53867,P53903,P53951,P53953,P53959,P53969,P54837,P57744,P69771,P80667,P80967,P87108,P89102,Q00381,Q00582,Q00776,Q01590,Q01852,Q02199,Q02205,Q02629,Q02630,Q02642,Q02767,Q02774,Q02776,Q02804,Q02821,Q02887,Q02908,Q02932,Q02948,Q03212,Q03308,Q03322,Q03390,Q03769,Q03790,Q03818,Q03897,Q03921,Q03944,Q03956,Q04053,Q04175,Q04272,Q04322,Q04338,Q04370,Q04412,Q04491,Q04632,Q04651,Q04839,Q05029,Q05166,Q05359,Q05934,Q06096,Q06142,Q06245,Q06263,Q06321,Q06336,Q06338,Q06385,Q06628,Q06631,Q06671,Q06696,Q06704,Q06706,Q06708,Q06815,Q07395,Q07451,Q07468,Q07528,Q07532,Q07878,Q07914,Q08144,Q08176,Q08199,Q08227,Q08281,Q08754,Q08826,Q08831,Q08951,Q12015,Q12016,Q12028,Q12051,Q12071,Q12092,Q12114,Q12142,Q12144,Q12164,Q12207,Q12271,Q12292,Q12315,Q12328,Q12344,Q12396,Q12403,Q12445,Q12450,Q12483,Q12527,Q12675,Q12745,Q3E834,Q6WNK7,Q92331,Q99176,Q99186,Q99260
Disulfide bond	p	1.4	2.2	0.64	16	1125	25	1125	0.207	63.1	54.8	61.5	P00445,P09624,P17695,P17967,P22217,P25372,P29509,P34760,P38013,P39077,P40202,P40553,P40581,P41921,P43555,Q12287	O74700,P00127,P00445,P00729,P07267,P08067,P09232,P09624,P11353,P13134,P17695,P17967,P19880,P20840,P21524,P21672,P22146,P22217,P22803,P24813,P25372,P25373,P25566,P27882,P29509,P32329,P32830,P32906,P34760,P36046,P36064,P36077,P38013,P38816,P38824,P38836,P38875,P39077,P40202,P40553,P40557,P40581,P41921,P43555,P48439,P49018,P53299,P57744,P87108,Q01519,Q02933,Q03103,Q03667,Q03723,Q04120,Q04299,Q04341,Q04964,Q05809,Q05926,Q06339,Q12093,Q12205,Q12284,Q12287,Q12396,Q12404,Q3E7A4,Q3E846,Q99220,Q99316
Actin-binding	p	0.8	1.2	0.64	9	1125	14	1125	0.402	123	100	120	P02994,P15891,P28495,P32521,P32599,P47117,Q03048,Q05933,Q06440	P02994,P07274,P08964,P13517,P15891,P17555,P19524,P25637,P28495,P32381,P32492,P32521,P32599,P32790,P33204,P33338,P36006,P38328,P39013,P39743,P41832,P46680,P47117,P53250,P53731,Q03048,Q04439,Q05933,Q06440,Q08641
DNA-directed RNA polymerase	p	0.6	1.0	0.64	7	1125	11	1125	0.479	146	113	142	P10964,P17890,P22138,P25441,P46669,P47006,Q01080	P04050,P04051,P07703,P08518,P10363,P10964,P13433,P16370,P17890,P20433,P20434,P20435,P20436,P20457,P22138,P22139,P22276,P25441,P27999,P28000,P32349,P32529,P32910,P34087,P35718,P36121,P38902,P40422,P46669,P47006,P47076,P50106,Q01080,Q04307
Threonine protease	p	0.4	0.7	0.63	5	1125	8	1125	0.58	177	129	172	P21243,P22141,P25451,P32379,P38624	P21242,P21243,P22141,P23638,P23639,P23724,P25043,P25451,P30656,P30657,P32379,P38624,P40302,P40303
Lipoprotein	p	1.2	1.9	0.62	13	1125	21	1125	0.226	68.9	59.6	67.2	P01120,P01123,P07560,P11076,P23292,P25491,P32939,P36015,P36018,P36149,P38116,P39968,P40327	P01119,P01120,P01123,P06780,P06781,P07560,P08539,P10823,P11076,P13856,P18852,P19073,P19146,P20840,P22146,P22219,P23291,P23292,P25296,P25349,P25376,P25378,P25491,P26570,P28319,P31109,P31377,P32329,P32578,P32623,P32939,P33328,P33329,P34164,P34226,P36015,P36017,P36018,P36090,P36091,P36149,P38116,P38146,P38182,P38248,P38555,P39105,P39962,P39968,P40327,P40994,P42835,P42836,P46992,P48559,P51996,P52911,P53139,P53301,P53379,P53879,Q00245,Q00246,Q02205,Q03322,Q03655,Q03674,Q04272,Q05031,Q06147,Q06389,Q07418,Q07800,Q07949,Q08193,Q08906,Q12003,Q12006,Q12127,Q12246,Q12355,Q99260
Endocytosis	p	0.3	0.4	0.60	3	1125	5	1125	0.726	221	147	216	P25369,P32521,P34216	P12688,P18634,P25369,P25623,P27351,P32521,P32790,P34216,P38065,P38822,P38856,P39013,P40559,P46951,P50942,P53244,P53309,P54003,Q00381,Q05518,Q05785,Q06604,Q12015,Q12236,Q12271,Q12518,Q99186
FMN	p	0.3	0.4	0.60	3	1125	5	1125	0.726	221	147	216	P28272,P38075,Q03558	P00175,P16603,P28272,P33751,P38075,P38913,P39692,Q03558,Q03778,Q06608,Q07923,Q12181,Q12680,Q96VH4
Lipid-binding	p	0.3	0.4	0.60	3	1125	5	1125	0.726	221	147	216	P31787,Q02201,Q05779	P31787,P35845,P38713,P38755,P47057,P47160,P48231,Q02201,Q03640,Q03769,Q04053,Q05779,Q05785,Q06385,Q07528,Q08826,Q12451,Q12466,Q12518
Membrane	p	13.4	22.8	0.59	151	1125	256	1125	1.06e-08	3.22e-06	3.19e-06	3.14e-06	P00427,P00830,P01120,P01123,P04037,P04710,P04840,P05030,P05374,P05626,P06105,P07213,P07251,P07256,P07257,P07275,P07560,P09457,P12684,P13587,P14906,P14907,P15565,P16547,P16622,P16861,P16862,P17255,P17891,P17898,P18239,P20449,P20676,P21147,P21560,P22137,P22203,P22217,P23292,P24280,P25297,P25365,P25371,P29704,P30902,P31412,P32074,P32340,P32353,P32457,P32462,P32468,P32499,P32521,P32563,P32571,P32602,P32901,P33302,P33333,P33891,P34237,P35169,P35723,P36015,P36018,P36112,P36147,P38077,P38087,P38137,P38153,P38264,P38266,P38300,P38626,P38695,P38988,P39004,P39010,P39109,P39705,P39925,P39952,P39968,P39986,P40012,P40043,P40046,P40075,P40312,P40531,P40961,P40970,P41807,P41810,P41811,P42949,P43555,P43585,P43594,P43621,P46956,P46964,P47008,P47075,P47124,P49017,P49573,P49687,P53079,P53148,P53192,P53199,P53318,P53622,P53723,P53860,P69771,Q00711,Q00955,Q01852,Q01926,Q02159,Q02725,Q02776,Q03102,Q03281,Q03707,Q03790,Q03880,Q04013,Q04697,Q04947,Q05050,Q05166,Q05779,Q05812,Q06089,Q06405,Q06493,Q06508,Q06671,Q06704,Q07914,Q08179,Q08245,Q08822,Q12114,Q12402,Q99287	A5Z2X5,O13525,O74700,P00127,P00128,P00401,P00410,P00424,P00425,P00427,P00830,P01119,P01120,P01123,P04037,P04710,P04817,P04821,P04840,P05030,P05374,P05626,P06105,P06182,P06197,P06775,P06780,P06781,P06782,P07143,P07213,P07251,P07255,P07256,P07257,P07271,P07275,P07286,P07390,P07560,P08004,P08067,P08456,P08466,P08525,P08539,P09457,P09620,P10174,P10355,P10566,P10614,P10823,P10834,P11491,P11655,P12683,P12684,P12688,P12866,P12868,P13134,P13181,P13185,P13186,P13259,P13586,P13587,P13856,P14020,P14180,P14359,P14693,P14772,P14906,P14907,P15303,P15367,P15565,P16151,P16547,P16603,P16622,P16658,P16661,P16861,P16862,P17064,P17255,P17891,P17898,P18239,P18409,P18411,P18496,P18852,P18900,P18962,P19073,P19516,P19657,P20048,P20107,P20449,P20484,P20606,P20676,P20840,P21147,P21306,P21560,P21801,P21825,P22137,P22140,P22146,P22203,P22213,P22214,P22215,P22217,P22219,P22224,P22543,P22803,P22804,P23291,P23292,P23500,P23585,P23641,P23642,P23644,P23797,P23833,P23900,P24004,P24280,P24814,P25045,P25297,P25334,P25338,P25340,P25342,P25349,P25353,P25356,P25358,P25365,P25371,P25376,P25378,P25385,P25386,P25515,P25560,P25573,P25574,P25580,P25604,P25613,P25618,P25625,P25628,P25639,P25641,P25656,P26725,P27351,P27514,P27614,P27680,P27697,P27801,P27809,P27810,P28319,P28321,P28496,P28627,P28737,P28791,P28795,P29465,P29704,P30605,P30777,P30902,P31109,P31377,P31381,P31382,P31412,P31755,P32074,P32191,P32266,P32319,P32329,P32331,P32332,P32334,P32335,P32339,P32340,P32341,P32352,P32353,P32363,P32366,P32368,P32378,P32386,P32457,P32458,P32462,P32466,P32467,P32468,P32472,P32476,P32486,P32487,P32499,P32500,P32521,P32563,P32564,P32567,P32568,P32571,P32578,P32584,P32600,P32602,P32621,P32623,P32629,P32660,P32784,P32790,P32791,P32792,P32795,P32796,P32798,P32799,P32802,P32803,P32830,P32839,P32842,P32843,P32854,P32855,P32857,P32867,P32891,P32897,P32900,P32901,P32906,P32907,P32913,P32915,P32916,P33296,P33300,P33302,P33303,P33310,P33311,P33328,P33333,P33336,P33338,P33421,P33448,P33754,P33755,P33760,P33767,P33775,P33891,P33894,P34077,P34110,P34163,P34164,P34224,P34226,P34230,P34237,P34240,P34248,P34250,P34251,P34756,P34758,P35056,P35169,P35179,P35180,P35181,P35183,P35193,P35196,P35206,P35723,P35724,P35729,P35845,P36000,P36015,P36017,P36018,P36027,P36029,P36034,P36035,P36044,P36046,P36051,P36057,P36060,P36062,P36064,P36091,P36095,P36096,P36101,P36107,P36108,P36112,P36114,P36122,P36125,P36130,P36135,P36139,P36147,P36148,P36161,P36163,P36164,P36165,P36169,P37020,P37267,P37296,P37298,P37299,P38065,P38069,P38072,P38077,P38079,P38084,P38085,P38087,P38127,P38130,P38131,P38137,P38146,P38153,P38164,P38166,P38169,P38181,P38182,P38196,P38206,P38212,P38221,P38225,P38226,P38228,P38234,P38242,P38244,P38247,P38248,P38250,P38264,P38266,P38272,P38273,P38286,P38297,P38300,P38301,P38310,P38312,P38318,P38325,P38329,P38330,P38335,P38341,P38342,P38353,P38355,P38356,P38361,P38428,P38555,P38604,P38626,P38631,P38688,P38695,P38700,P38703,P38717,P38723,P38736,P38742,P38745,P38750,P38753,P38756,P38770,P38775,P38778,P38810,P38812,P38813,P38815,P38819,P38825,P38837,P38843,P38851,P38856,P38860,P38869,P38873,P38875,P38878,P38881,P38909,P38928,P38929,P38932,P38954,P38958,P38962,P38968,P38988,P38992,P38993,P38995,P39003,P39004,P39006,P39007,P39010,P39012,P39013,P39102,P39103,P39105,P39106,P39107,P39109,P39515,P39524,P39535,P39540,P39542,P39543,P39547,P39552,P39685,P39704,P39705,P39718,P39719,P39722,P39727,P39904,P39923,P39925,P39926,P39928,P39929,P39952,P39962,P39968,P39980,P39986,P39993,P39996,P40006,P40008,P40009,P40012,P40015,P40030,P40035,P40043,P40046,P40051,P40056,P40061,P40064,P40066,P40071,P40073,P40074,P40075,P40086,P40087,P40088,P40094,P40098,P40107,P40155,P40169,P40207,P40219,P40308,P40309,P40312,P40318,P40319,P40341,P40343,P40345,P40350,P40351,P40353,P40358,P40364,P40367,P40368,P40395,P40416,P40438,P40452,P40458,P40474,P40476,P40477,P40478,P40482,P40485,P40499,P40501,P40502,P40504,P40509,P40515,P40527,P40528,P40531,P40533,P40540,P40548,P40549,P40557,P40578,P40582,P40955,P40959,P40961,P40970,P40986,P40988,P40989,P40990,P41318,P41543,P41544,P41698,P41733,P41735,P41800,P41807,P41810,P41811,P41832,P41834,P41909,P42835,P42836,P42837,P42838,P42839,P42840,P42844,P42900,P42934,P42939,P42949,P43555,P43557,P43560,P43561,P43564,P43571,P43585,P43590,P43594,P43601,P43606,P43613,P43614,P43620,P43621,P43636,P43682,P46673,P46682,P46951,P46956,P46964,P46965,P46971,P46985,P46989,P46992,P46998,P47002,P47008,P47013,P47025,P47031,P47041,P47045,P47046,P47054,P47057,P47061,P47064,P47069,P47075,P47082,P47088,P47102,P47104,P47124,P47131,P47142,P47154,P47155,P47159,P47160,P47170,P47190,P47818,P48231,P48236,P48415,P48439,P48559,P48563,P48813,P48837,P49017,P49018,P49334,P49573,P49686,P49687,P50076,P50077,P50079,P50085,P50087,P50108,P50110,P50273,P50276,P50944,P50945,P51996,P52593,P52867,P52870,P52871,P52891,P52911,P52917,P52923,P53008,P53011,P53012,P53039,P53045,P53049,P53059,P53073,P53079,P53093,P53104,P53108,P53109,P53112,P53120,P53121,P53129,P53139,P53140,P53142,P53146,P53148,P53154,P53159,P53171,P53173,P53174,P53191,P53192,P53195,P53199,P53203,P53217,P53220,P53224,P53226,P53239,P53241,P53253,P53257,P53260,P53262,P53266,P53271,P53273,P53285,P53290,P53296,P53299,P53301,P53309,P53311,P53318,P53320,P53322,P53324,P53337,P53344,P53379,P53388,P53507,P53584,P53600,P53622,P53629,P53633,P53721,P53722,P53723,P53730,P53735,P53739,P53740,P53746,P53832,P53845,P53847,P53848,P53855,P53860,P53868,P53878,P53879,P53885,P53896,P53898,P53903,P53918,P53925,P53932,P53947,P53950,P53951,P53953,P53954,P53955,P53959,P53966,P53969,P53983,P54003,P54070,P54074,P54783,P54837,P54861,P54867,P56508,P57744,P69771,P80235,P80667,P80967,P81449,P81450,P81451,P87108,Q00245,Q00246,Q00381,Q00582,Q00711,Q00776,Q00873,Q00955,Q01590,Q01852,Q01896,Q01926,Q02159,Q02199,Q02205,Q02629,Q02630,Q02725,Q02767,Q02774,Q02776,Q02785,Q02795,Q02805,Q02883,Q02888,Q02889,Q02896,Q02948,Q02969,Q03028,Q03102,Q03103,Q03151,Q03153,Q03212,Q03218,Q03236,Q03281,Q03322,Q03327,Q03370,Q03390,Q03419,Q03446,Q03455,Q03516,Q03529,Q03579,Q03640,Q03648,Q03655,Q03673,Q03674,Q03694,Q03697,Q03707,Q03713,Q03714,Q03723,Q03730,Q03760,Q03769,Q03778,Q03790,Q03798,Q03818,Q03880,Q03897,Q03921,Q03944,Q03956,Q04013,Q04053,Q04080,Q04119,Q04121,Q04172,Q04174,Q04182,Q04228,Q04272,Q04279,Q04301,Q04311,Q04338,Q04370,Q04410,Q04431,Q04458,Q04472,Q04491,Q04562,Q04602,Q04632,Q04651,Q04675,Q04697,Q04767,Q04835,Q04839,Q04847,Q04934,Q04935,Q04947,Q04958,Q04969,Q04991,Q05029,Q05031,Q05050,Q05166,Q05359,Q05518,Q05521,Q05776,Q05779,Q05785,Q05787,Q05809,Q05812,Q05867,Q05902,Q05934,Q06001,Q06010,Q06011,Q06058,Q06089,Q06096,Q06107,Q06143,Q06144,Q06147,Q06169,Q06170,Q06247,Q06263,Q06315,Q06321,Q06324,Q06325,Q06328,Q06346,Q06385,Q06389,Q06405,Q06410,Q06417,Q06451,Q06485,Q06493,Q06497,Q06508,Q06510,Q06522,Q06538,Q06563,Q06567,Q06604,Q06616,Q06628,Q06636,Q06644,Q06651,Q06668,Q06671,Q06677,Q06681,Q06689,Q06696,Q06704,Q06708,Q06810,Q06815,Q06833,Q06839,Q06991,Q07349,Q07418,Q07451,Q07468,Q07528,Q07534,Q07541,Q07651,Q07657,Q07800,Q07804,Q07807,Q07830,Q07895,Q07914,Q07949,Q07950,Q07959,Q07986,Q08001,Q08023,Q08058,Q08109,Q08144,Q08157,Q08176,Q08179,Q08193,Q08223,Q08227,Q08232,Q08234,Q08236,Q08245,Q08268,Q08269,Q08281,Q08299,Q08448,Q08548,Q08580,Q08645,Q08650,Q08651,Q08693,Q08743,Q08754,Q08760,Q08822,Q08826,Q08906,Q08908,Q08919,Q08921,Q08926,Q08951,Q08959,Q08967,Q08970,Q08986,Q12001,Q12003,Q12006,Q12010,Q12013,Q12015,Q12016,Q12028,Q12029,Q12038,Q12043,Q12057,Q12063,Q12066,Q12071,Q12078,Q12089,Q12096,Q12106,Q12114,Q12117,Q12127,Q12133,Q12142,Q12144,Q12155,Q12160,Q12164,Q12165,Q12171,Q12191,Q12200,Q12205,Q12207,Q12209,Q12232,Q12233,Q12239,Q12241,Q12246,Q12251,Q12255,Q12270,Q12274,Q12275,Q12284,Q12289,Q12292,Q12296,Q12315,Q12324,Q12328,Q12333,Q12349,Q12355,Q12359,Q12361,Q12372,Q12374,Q12375,Q12382,Q12396,Q12402,Q12403,Q12407,Q12442,Q12443,Q12445,Q12450,Q12451,Q12452,Q12462,Q12465,Q12466,Q12473,Q12482,Q12483,Q12489,Q12498,Q12518,Q12520,Q12527,Q12530,Q12674,Q12675,Q12697,Q12743,Q12745,Q12746,Q2V2P9,Q3E6R5,Q3E756,Q3E776,Q3E790,Q3E7A3,Q3E7A4,Q3E7B2,Q3E7B6,Q3E824,Q3E834,Q6Q595,Q8TGJ3,Q8TGU7,Q92316,Q92331,Q96VH5,Q99176,Q99186,Q99190,Q99220,Q99260,Q99271,Q99287,Q99297,Q99325,Q99332,Q99382,Q99385
Golgi apparatus	p	2.2	4.0	0.56	25	1125	45	1125	0.0204	6.23	5.86	6.07	P01123,P11076,P22217,P24280,P25365,P32074,P34237,P36149,P38116,P38153,P39010,P40531,P41810,P41811,P43555,P43621,P47124,P53079,P53192,P53622,Q06704,Q07878,Q12114,Q12154,Q12402	O13585,P01123,P09620,P11075,P11076,P11655,P13134,P13586,P15303,P16664,P19146,P20606,P22140,P22214,P22217,P22219,P22543,P22803,P22804,P23642,P24280,P25365,P25385,P25386,P25560,P25641,P26725,P27809,P27810,P31755,P32074,P32319,P32486,P32613,P32621,P32629,P32660,P32803,P32857,P32893,P34237,P35181,P35197,P35845,P36029,P36051,P36096,P36107,P36122,P36125,P36149,P36164,P37020,P37296,P38069,P38116,P38153,P38166,P38301,P38334,P38555,P38682,P38736,P38745,P38810,P38814,P38817,P38869,P38962,P38995,P39010,P39106,P39107,P39524,P39526,P39552,P39702,P39727,P39904,P40009,P40056,P40071,P40094,P40107,P40395,P40438,P40482,P40509,P40527,P40529,P40531,P40549,P40955,P40994,P41544,P41810,P41811,P42223,P43555,P43621,P43682,P46682,P46982,P46985,P46989,P47061,P47064,P47124,P47160,P47166,P47818,P48563,P50108,P51996,P53037,P53039,P53059,P53079,P53093,P53173,P53192,P53195,P53271,P53314,P53600,P53622,P53633,P53845,P53951,P53953,P53959,P54837,Q01590,Q02804,Q02896,Q03322,Q03337,Q03660,Q03697,Q03784,Q03921,Q04183,Q04338,Q04410,Q04632,Q04651,Q04767,Q05029,Q06096,Q06147,Q06336,Q06346,Q06385,Q06704,Q06815,Q07878,Q08144,Q08484,Q08754,Q08826,Q08951,Q12028,Q12071,Q12096,Q12114,Q12142,Q12154,Q12191,Q12234,Q12239,Q12246,Q12270,Q12382,Q12396,Q12402,Q12502,Q3E834,Q8TGJ3,Q92331,Q99394
Calcium	p	0.4	0.8	0.56	5	1125	9	1125	0.422	129	104	126	P06787,P17891,P23254,P32599,P53141	P06704,P06787,P07250,P13134,P13586,P17891,P23254,P24583,P25296,P32386,P32599,P32622,P32906,P33315,P38329,P38929,P39722,P50077,P53141,P53238,Q03516,Q03640,Q06389,Q06538,Q06580,Q12324,Q12382,Q12466,Q12482,Q99385
